latitude,longitude,population,land_use,dist_river_m,dist_road_m
2.6449999999999987,101.59899999999928,1.0932925,1.0,1414.1178881903948,226.2688235299511
2.6449999999999987,101.60399999999927,1.031128,8.0,874.5550681838544,29.511171615651627
2.6449999999999987,101.60899999999927,0.6039052,1.0,387.2356924781934,172.16413806703972
2.6449999999999987,101.61399999999927,0.7816593,1.0,358.07909110228985,172.14304702186797
2.6449999999999987,101.61899999999926,0.9078897,1.0,311.9832254328482,301.31187884052963
2.6449999999999987,101.62399999999926,0.7469743,1.0,244.56954875154366,255.13210951569405
2.6449999999999987,101.62899999999925,0.49860245,1.0,685.3552180045672,485.15436123691813
2.6449999999999987,101.63399999999925,0.6494308,1.0,573.242074026882,605.6467265008212
2.6449999999999987,101.63899999999924,0.7848087,1.0,670.075326565426,507.3944942920242
2.6449999999999987,101.64399999999924,1.1319923,1.0,1088.253188318324,409.2727379151893
2.6449999999999987,101.64899999999923,1.3075414,1.0,1593.586072627571,315.15385126748635
2.6449999999999987,101.65399999999923,1.8399808,7.0,2124.772012913197,218.16763400939723
2.6449999999999987,101.65899999999922,5.2469826,1.0,2296.7723477517097,98.09427003985368
2.6449999999999987,101.66399999999922,10.768579,1.0,1768.939477562713,25.13242694283498
2.6449999999999987,101.66899999999922,1.9642471,7.0,1266.1152335411014,3.5161924690309823
2.6449999999999987,101.67399999999921,1.5603824,7.0,825.4045119611847,7.8142456268311085
2.6449999999999987,101.6789999999992,0.9332573,1.0,452.5283756934225,50.56421220229056
2.6449999999999987,101.6839999999992,0.593814,1.0,246.7159536569705,483.89176162200056
2.6449999999999987,101.6889999999992,0.86080116,1.0,54.624969710725566,491.7434016160951
2.6449999999999987,101.69399999999919,1.0480905,8.0,444.92248675132083,139.2106007831001
2.6449999999999987,101.69899999999919,1.3208127,1.0,999.5042681473203,188.26976913908325
2.6449999999999987,101.70399999999918,3.6666,1.0,1264.1758118011198,46.00111687335147
2.6449999999999987,101.70899999999918,10.36518,7.0,838.4935421470309,15.041617434471142
2.6449999999999987,101.71399999999917,20.14763,3.0,654.1074846010602,17.057980993386455
2.6449999999999987,101.71899999999917,15.903815,3.0,419.9016751255568,28.07762454203261
2.6449999999999987,101.72399999999917,5.7681313,3.0,44.438725903662466,35.18650036846119
2.6449999999999987,101.72899999999916,1.3172197,3.0,18.939732462236933,224.93217357431357
2.6449999999999987,101.73399999999916,0.8293586,1.0,158.77021437850175,255.27763143282033
